verb_key	role	arg_key
42005012002	A0	00000000000
42005012016	A0	42005012013
42005012016	A1	42005012019
42005012020	A0	42005012013
42005012023	A1	42005012013
42005012023	A1	42005012024
42005012025	A0	42005012013
42005012028	A0	42005012026
42005012029	A0	42005012026
42005012029	A1	42005012031
42005012031	A0	42005012026
42005012031	A1	42005012030
42005013002	A0	42005012019
42005013002	A1	42005013004
42005013005	A0	42005012019
42005013005	A1	42005013006
42005013007	A0	42005012019
42005013008	A0	42005012019
42005013009	A1	42005012013
42005013014	A0	42005013013
42005014003	A0	42005014002
42005014003	A2	42005014004
42005014003	A1	42005014006
42005014006	A0	42005012013
42005014006	A2	42005014005
42005014008	A0	42005012013
42005014009	A0	42005012013
42005014009	A1	42005014010
42005014009	A2	42005014012
42005014014	A0	42005012013
42005014020	A0	42005014021
42005015001	A0	42005015005
42005015009	A0	42005015010
42005015012	A0	42005015010
42005015014	A1	42005015010
42005016004	A0	42005016001
42005016009	A0	42005012019
42005017002	A0	00000000000
42005017010	A0	42005017008
42005017013	A0	42005017014
42005017013	A0	42005017016
42005017019	A0	42005017017
42005017032	A0	42005017030
42005017035	A0	42005017036
42005018004	A0	42005018003
42005018004	A1	42005018007
42005018010	A1	42005018007
42005018012	A0	42005018003
42005018012	A1	42005018014
42005018012	A1	42005018016
42005018014	A0	42005018003
42005018014	A1	42005018013
42005018016	A0	42005018003
42005018016	A1	42005018007
42005019003	A0	42005018003
42005019003	A1	42005019005
42005019005	A0	42005018003
42005019005	A1	42005019006
42005019010	A0	42005018003
42005019017	A0	42005018003
42005019017	A1	42005019018
42005020002	A0	42005019027
42005020002	A1	42005020004
42005020006	A0	42005019027
42005020008	A2	42005020009
42005020008	A1	42005020011
42005021002	A1	42005021003
42005021002	A0	42005021005
42005021002	A0	42005021008
42005021003	A0	42005021005
42005021003	A0	42005021008
42005021009	A0	42005021005
42005021009	A0	42005021008
42005021014	A0	42005021013
42005021014	A1	42005021015
42005021017	A0	42005021016
42005021017	A1	42005021019
42005021019	A0	42005021016
42005021019	A1	42005021018
42005022001	A0	42005022004
42005022001	A1	42005022006
42005022008	A1	42005022004
42005022009	A0	42005022004
42005022013	A0	42005021005
42005022013	A0	42005021008
42005023004	A0	00000000000
42005023005	A2	42005023006
42005023005	A1	42005023008
42005023011	A0	00000000000
42005023012	A0	42005018007
42005023014	A0	42005018007
42005024003	A0	42005021005
42005024003	A0	42005021008
42005024010	A0	42005024006
42005024010	A1	42005024009
42005024014	A0	42005024006
42005024014	A1	42005024015
42005024016	A0	42005022004
42005024016	A2	42005024018
42005024018	A1	42005018007
42005024020	A0	42005022004
42005024020	A2	42005024019
42005024021	A0	42005024018
42005024023	A0	42005024018
42005024023	A1	42005024025
42005024027	A0	42005024018
42005025003	A0	42005024018
42005025006	A0	42005024018
42005025006	A1	42005025009
42005025009	A0	42005024018
42005025010	A0	42005024018
42005025015	A0	42005024018
42005025015	A1	42005025017
42005026003	A0	42005026002
42005026003	A1	42005026004
42005026006	A0	42005026004
42005026006	A1	42005026008
42005026010	A1	42005026004
42005026012	A0	42005026004
42005026014	A0	42005026004
42005026014	A1	42005026015
42005027004	A0	42005022004
42005027006	A0	42005022004
42005027006	A1	42005027010
42005027010	A0	42005027007
42005027015	A0	42005022004
42005027015	A2	42005027016
42005027017	A0	42005027007
42005027017	A1	42005027018
42005028002	A0	42005027007
42005028002	A1	42005028003
42005028004	A0	42005027007
42005028005	A0	42005027007
42005028005	A1	42005028006
42005029002	A1	42005029003
42005029002	A0	42005029005
42005029002	A2	42005029006
42005029012	A0	42005029013
42005029022	A0	42005029018
42005030002	A0	42005030004
42005030002	A0	42005030007
42005030013	A0	42005030004
42005030013	A0	42005030007
42005030021	A0	42005030011
42005030023	A0	42005030011
42005031002	A1	42005031004
42005031005	A0	42005031004
42005031010	A1	42005031009
42005031010	A0	42005031012
42005031012	A0	00000000000
42005031017	A0	00000000000
42005032002	A0	42005031004
42005032003	A0	42005031004
42005032003	A1	42005032004
42005033003	A0	42005033001
42005033009	A0	42005033007
42005033013	A0	42005033007
42005033013	A1	42005033012
42005033022	A0	42005033021
42005033024	A0	42005033021
42005034004	A0	42005034003
42005034008	A0	42005030004
42005034008	A0	42005030007
42005034008	A1	42005034020
42005034020	A0	42005030004
42005034020	A0	42005030007
42005034020	A1	42005034021
42005034021	A0	42005034010
42005035001	A0	42005035003
42005035006	A1	42005035010
42005035012	A0	42005034010
42005036001	A0	42005031004
42005036001	A1	42005036004
42005036013	A0	42005036008
42005036013	A1	42005036009
42005036014	A0	42005036008
42005036024	A0	42005036008
42005036024	A1	42005036023
42005036029	A0	42005036031
42005037003	A0	42005037002
42005037003	A1	42005037004
42005037012	A0	42005037014
42005037012	A1	42005037018
42005037021	A1	42005037020
42005037025	A0	42005037024
42005039003	A0	42005039002
42005039003	A1	42005039004
42005039005	A0	42005039002
42005039005	A1	42005039006
42005039007	A0	42005039002
42006001001	A0	42006001005
42006001005	A0	42006001006
42006001010	A0	42006001012
42006001010	A1	42006001017
42006001015	A0	42006001012
42006001015	A1	42006001017
42006001018	A0	42006001012
42006002005	A0	42006002001
42006002007	A0	42006001012
42006002007	A1	42006002010
42006002010	A0	42006002008
42006003002	A1	42006003007
42006003005	A0	42006003007
42006003010	A0	42006002001
42006003010	A1	42006003009
42006003012	A1	42006003011
42006003012	A0	42006003013
42006003015	A0	42006003016
42006003015	A0	42006003020
42006003021	A0	00000000000
42006004002	A0	42006003013
42006004013	A0	42006003013
42006004013	A1	42006004010
42006004014	A0	42006003013
42006004014	A1	42006004010
42006004016	A0	42006003013
42006004016	A1	42006004010
42006004016	A2	42006004019
42006004022	A0	42006004023
42006004023	A0	00000000000
42006004023	A1	42006004020
42006005002	A0	42006003007
42006005002	A2	42006005003
42006006001	A0	42006006006
42006006001	A0	42006006012
42006006006	A0	42006006007
42006006012	A0	42006003007
42006007001	A1	42006007003
42006007001	A0	42006007005
42006007001	A0	42006007008
42006007013	A0	42006003007
42006007015	A0	42006007005
42006007015	A0	42006007008
42006007015	A1	42006007016
42006007016	A0	42006007005
42006007016	A0	42006007008
42006007016	A1	42006007017
42006008003	A0	42006008001
42006008003	A1	42006008005
42006008007	A0	42006003007
42006008007	A2	42006008010
42006008013	A0	42006008010
42006008013	A1	42006008015
42006008016	A0	42006008010
42006008018	A0	42006008010
42006008023	A0	42006008010
42006008024	A0	42006008010
42006009001	A0	42006009004
42006009007	A0	42006009004
42006009007	A1	42006009008
42006009010	A0	42006009013
42006009010	A0	42006009015
42006009013	A0	00000000000
42006009015	A0	00000000000
42006009017	A0	00000000000
42006009017	A1	42006009016
42006009019	A0	00000000000
42006010002	A0	42006009004
42006010002	A1	42006010004
42006010005	A0	42006009004
42006010005	A2	42006010006
42006010007	A0	42006008010
42006010007	A1	42006010009
42006010013	A0	42006010011
42006010015	A1	42006010017
42006011003	A1	42006011001
42006011006	A0	42006007005
42006011006	A0	42006007008
42006011011	A0	42006007005
42006011011	A0	42006007008
42006011011	A1	42006011009
42006011011	A2	42006011013
42006012001	A0	42006012007
42006012007	A0	42006012008
42006012012	A0	42006011013
42006012015	A0	42006011013
42006013003	A0	42006013004
42006013005	A0	42006011013
42006013005	A1	42006013007
42006013010	A0	42006011013
42006013010	A1	42006013013
42006013017	A0	42006011013
42006013017	A1	42006013014
42006014004	A0	42006011013
42006014004	A1	42006014002
42006017002	A0	42006011013
42006017005	A0	42006011013
42006018002	A0	42006018001
42006018003	A0	42006017015
42006018003	A1	42006018004
42006018006	A1	42006017015
42006018013	A1	00000000000
42006018017	A1	42006018013
42006019005	A0	42006019004
42006019005	A1	42006019006
42006019006	A0	42006019004
42006019006	A1	42006019007
42006019012	A0	42006019009
42006019014	A0	42006011013
42006019014	A1	42006019015
42006020003	A0	42006011013
42006020003	A1	42006020005
42006020011	A0	42006020002
42006021003	A0	42006020009
42006021006	A1	42006021003
42006021009	A0	42006020009
42006021012	A0	42006021009
42006022004	A1	42006022005
42006022004	A0	42006022007
42006022010	A0	42006022007
42006022010	A1	42006022011
42006022013	A0	42006022007
42006022015	A0	42006022007
42006022015	A1	42006022017
42006023001	A1	42006020009
42006023007	A0	42006020009
42006023008	A0	42006020009
42006023021	A2	42006023023
42006023021	A1	00000000000
42006023021	A0	42006023025
42006024007	A0	42006024005
42006024007	A1	42006024009
42006025004	A1	00000000000
42006025007	A0	42006025004
42006025010	A0	00000000000
42006025013	A0	42006025010
42006025015	A0	42006025010
42006026005	A1	42006026004
42006026005	A0	42006026008
42006026013	A2	42006026015
42006026013	A1	00000000000
42006026013	A0	42006026017
42006027003	A0	42006011013
42006027003	A2	42006027002
42006027005	A0	42006020009
42006027006	A0	42006027005
42006027006	A1	42006027008
42006027011	A0	42006027005
42006027011	A1	00000000000
42006027011	A2	42006027013
42006027013	A0	00000000000
42006027013	A1	42006027014
42006028001	A0	42006027005
42006028001	A1	42006028003
42006028003	A0	00000000000
42006028003	A1	42006028004
42006028005	A0	42006027005
42006028008	A0	00000000000
42006028008	A1	42006028009
42006029002	A0	00000000000
42006029002	A1	42006029003
42006029007	A0	42006027005
42006029007	A2	42006029002
42006029007	A1	42006029010
42006029014	A0	00000000000
42006029014	A1	42006029017
42006029022	A0	42006027005
42006029022	A1	42006029020
42006030002	A0	00000000000
42006030002	A1	42006030003
42006030004	A0	42006027005
42006030004	A1	00000000000
42006030004	A2	42006030002
42006030008	A0	00000000000
42006030008	A1	42006030010
42006030012	A0	42006027005
42006030012	A1	00000000000
42006031003	A0	42006027005
42006031005	A2	42006031006
42006031005	A1	00000000000
42006031005	A0	42006031008
42006031009	A0	42006027005
42006031009	A1	00000000000
42006031009	A2	42006031010
42006032003	A0	42006027005
42006032003	A1	42006032005
42006032005	A0	00000000000
42006032005	A1	42006032006
42006032016	A0	00000000000
42006032016	A1	42006032017
42006032018	A0	42006032014
42006032018	A1	42006032016
42006033004	A0	42006027005
42006033004	A1	42006033006
42006033006	A0	00000000000
42006033006	A1	42006033007
42006033017	A0	42006033014
42006033017	A1	42006033016
42006034003	A0	42006027005
42006034006	A0	42006027005
42006034006	A1	42006034007
42006034007	A0	42006027005
42006034015	A0	42006034013
42006034015	A1	00000000000
42006034015	A2	42006034014
42006034017	A0	42006034013
42006034017	A1	42006034019
42006035002	A0	42006027005
42006035002	A1	42006035004
42006035007	A0	42006027005
42006035009	A0	42006027005
42006035011	A0	42006027005
42006035011	A1	42006035010
42006037003	A0	42006027005
42006037007	A1	42006027005
42006037010	A0	42006027005
42006037014	A1	42006027005
42006037015	A0	42006027005
42006037017	A1	42006027005
42006038001	A0	42006027005
42006038003	A1	00000000000
42006038003	A2	42006038004
42006038007	A1	42006038005
42006038008	A1	42006038005
42006038009	A1	42006038005
42006038010	A0	00000000000
42006038010	A1	42006038005
42006038018	A0	42006027005
42006038019	A1	42006038018
42006038019	A2	42006038020
42006039001	A0	42006011013
42006039001	A1	42006039004
42006039001	A2	42006039005
42006039007	A0	42006039008
42006039007	A1	42006039010
42006039010	A0	42006039008
42006039010	A1	42006039009
42006039015	A0	42006039012
42006040007	A1	00000000000
42006041003	A0	42006020009
42006041003	A1	42006041005
42006041022	A0	42006020009
42006041022	A1	42006041015
42006042002	A0	42006020009
42006042002	A1	42006042003
42006042003	A0	42006020009
42006042003	A2	42006042005
42006042008	A0	42006042007
42006042008	A1	42006042009
42006042009	A0	42006020009
42006042009	A1	42006042011
42006042025	A0	42006042017
42006042025	A1	42006042023
42006042027	A0	42006042026
42006042027	A1	42006042030
42006042037	A0	42006042026
42006042047	A0	42006042026
42006042047	A1	42006042039
42006043006	A0	42006043004
42006043006	A1	42006043007
42006043013	A0	42006043011
42006043013	A1	42006043014
42006044008	A1	42006044003
42006044013	A0	00000000000
42006044013	A1	42006044014
42006044019	A0	00000000000
42006044019	A1	42006044018
42006045010	A0	42006045003
42006045010	A1	42006045012
42006045019	A0	42006045015
42006045019	A1	42006045021
42006045026	A0	42006045028
42006046004	A0	42006042026
42006046004	A2	42006046003
42006046004	A1	42006046005
42006046009	A0	42006042026
42006046009	A1	42006046011
42006046011	A0	42006011013
42006046011	A1	42006046010
42006047003	A0	00000000000
42006047007	A0	00000000000
42006047007	A1	42006047010
42006047012	A0	00000000000
42006047012	A1	42006047013
42006047014	A0	42006011013
42006047014	A2	42006047015
42006048004	A0	42006048003
42006048004	A1	42006048005
42006048007	A0	42006048006
42006048009	A0	42006048003
42006048011	A0	42006048003
42006048011	A1	42006048012
42006048018	A0	42006048016
42006048019	A0	42006048021
42006048019	A1	42006048023
42006048027	A0	42006048021
42006048027	A1	42006048028
42006048028	A0	42006048021
42006048028	A1	42006048029
42006048033	A1	42006048034
42006049003	A0	00000000000
42006049006	A0	00000000000
42006049010	A0	42006049009
42006049010	A1	42006049011
42006049018	A1	42006049017
42006049018	A0	42006049020
42006049023	A0	42006049011
42007001002	A0	42006011013
42007001002	A1	42007001005
42007001012	A0	42006011013
42007002006	A0	42007002004
42007002007	A0	42007002004
42007002007	A1	42007002008
42007002008	A0	42007002004
42007003001	A0	42007002001
42007003006	A0	42007002001
42007003006	A1	42007003009
42007003012	A0	42007002001
42007003012	A1	42007003013
42007003015	A0	42007003005
42007003016	A0	42007003005
42007003016	A1	42007003018
42007004003	A0	42007003009
42007004007	A0	42007004001
42007004007	A1	42007004008
42007004010	A0	42007003009
42007004015	A0	42007004006
42007004015	A2	42007004014
42007004015	A1	42007004016
42007005001	A0	42007002001
42007005001	A1	42007005004
42007005010	A1	42007005008
42007005010	A0	42007005009
42007005010	A2	42007005011
42007006004	A0	42007006003
42007006012	A0	42007006009
42007006016	A1	42007006017
42007006016	A0	42007006019
42007006020	A0	42007006019
42007006020	A2	42007006021
42007006024	A1	42007006022
42007006034	A0	42007006022
42007007004	A0	42007006019
42007007004	A1	42007007003
42007007007	A0	42007006019
42007007009	A0	42007006022
42007007012	A1	42007007014
42007008008	A1	42007008004
42007008009	A0	42007008004
42007008009	A1	42007008012
42007008014	A0	42007006019
42007008014	A2	42007008015
42007008016	A1	42007008015
42007008018	A0	42007008015
42007008021	A0	42007008020
42007008023	A0	42007008020
42007008028	A0	42007008026
42007008028	A1	42007008029
42007008031	A0	42007008026
42007009001	A0	42007009005
42007009001	A1	42007009003
42007009006	A0	42007009005
42007009006	A1	42007009007
42007009009	A1	42007009005
42007009011	A0	42007009013
42007009011	A1	42007009012
42007009014	A0	42007009005
42007009014	A2	42007009013
42007009015	A0	42007009005
42007009015	A2	42007009016
42007009023	A0	42007009005
42007009023	A1	42007009022
42007010002	A0	42007010007
42007010007	A1	42007006017
42007010007	A1	42007003009
42007010008	A0	42007010007
42007010008	A1	42007010011
42007010011	A0	42007010010
42007011002	A0	00000000000
42007011006	A1	42007009005
42007011012	A0	42007011015
42007011012	A0	42007011018
42007012003	A0	42007009005
42007012003	AA2	42007012005
42007012010	A1	42007012013
42007012011	A0	42007012013
42007013002	A0	42007013005
42007013002	A1	42007013003
42007013006	A1	42007013005
42007013010	A0	42007013005
42007013010	A2	42007013011
42007013013	A0	42007012015
42007014002	A0	42007013005
42007014003	A0	42007013005
42007014003	A1	42007014005
42007014008	A0	00000000000
42007014009	A0	42007014008
42007014011	A0	42007013005
42007014014	A0	42007013005
42007014014	A2	42007014013
42007014015	A1	42007014012
42007015002	A0	42007015004
42007015006	A0	42007015004
42007015006	A1	42007015007
42007015007	A0	42007015004
42007015009	A0	42007013005
42007015009	A1	42007015010
42007015009	A2	42007015012
42007016001	A0	42007016003
42007016001	A1	42007016004
42007016006	A0	42007016004
42007016006	A1	42007016008
42007016009	A0	42007016004
42007016013	A1	42007016011
42007016018	A0	42007016020
42007016018	A1	42007016022
42007017002	A0	42007017004
42007018002	A2	42007018003
42007018002	A0	42007018005
42007018011	A0	42007018018
42007018011	A1	42007018013
42007019001	A0	42007018018
42007019005	A0	42007018018
42007019009	A0	00000000000
42007019012	A0	42007018018
42007019012	A0	42007018015
42007019012	A1	42007019011
42007020001	A0	42007020006
42007020007	A0	42007020006
42007020011	A0	42007020008
42007020011	A1	42007020012
42007020015	A0	42007020008
42007020019	A0	00000000000
42007020022	A0	42007020008
42007020022	A0	42007018015
42007020022	A1	42007020021
42007021005	A0	42007019004
42007021005	A1	42007021006
42007021017	A0	42007019004
42007021017	A2	42007021015
42007021017	A1	42007021018
42007021018	A0	42007021015
42007022002	A1	42007019004
42007022003	A0	42007019004
42007022003	A2	42007022004
42007022005	A1	42007020006
42007022006	A0	42007020006
42007022006	A2	42007022007
42007022006	A1	42007022009
42007022006	A1	42007022011
42007022009	A0	42007020006
42007022009	A1	42007022008
42007022011	A0	42007020006
42007022011	A1	42007022008
42007022013	A0	42007022012
42007022015	A0	42007022014
42007022017	A1	42007022016
42007022020	A0	42007022019
42007022022	A1	42007022021
42007022024	A1	42007022023
42007023007	A1	42007023004
42007024001	A0	42007024004
42007024006	A0	42007019004
42007024006	A1	42007024007
42007024007	A0	42007019004
42007024014	A0	42007024010
42007024018	A0	42007024010
42007024018	A1	42007024013
42007024022	A1	42007024019
42007025003	A0	42007024010
42007025004	A0	42007024010
42007025004	A1	42007025002
42007025009	A1	42007025005
42007025010	A0	42007024010
42007025017	A0	00000000000
42007026003	A0	42007024010
42007026004	A0	42007024010
42007026004	A1	42007026002
42007026007	A0	42007019004
42007026007	A2	42007026008
42007027005	A1	42007027007
42007027005	A1	42007027015
42007027007	A0	42007016020
42007027007	A1	42007027009
42007027015	A0	42007027014
42007027015	A1	42007027017
42007028001	A0	42007019004
42007028001	A2	42007028002
42007029005	A0	42007029004
42007029005	A0	42007029008
42007029009	A0	42007029004
42007029009	A0	42007029008
42007029009	A1	42007029011
42007029012	A1	42007029004
42007029012	A1	42007029008
42007030011	A0	42007030003
42007030011	A0	42007030006
42007030011	A1	42007030008
42007030015	A1	42007030003
42007030015	A1	42007030006
42007031003	A0	42007019004
42007031003	A1	42007031005
42007032007	A0	42007032003
42007032009	A0	42007032003
42007032009	A1	00000000000
42007032009	A2	42007032010
42007032012	A0	42007032011
42007032013	A0	42007032003
42007032013	A1	00000000000
42007032013	A2	42007032014
42007032017	A0	42007032003
42007032018	A0	42007032003
42007032021	A0	42007032003
42007033001	A0	42007033003
42007033007	A0	42007033003
42007033007	A1	42007033008
42007033010	A0	42007033003
42007033010	A1	42007033011
42007033013	A0	42007031005
42007033015	A0	42007033003
42007033015	A1	42007033014
42007034001	A0	42007034003
42007034006	A0	42007034003
42007034008	A0	42007034003
42007034010	A0	42007031005
42007034011	A0	42007031005
42007035002	A1	42007035004
42007036001	A0	42007036003
42007036001	A1	42007036004
42007036008	A0	42007019004
42007036012	A0	42007019004
42007036018	A1	42007019004
42007037011	A0	42007037003
42007037013	A0	42007019004
42007037019	A0	42007037003
42007037019	A1	42007037020
42007038002	A0	42007037003
42007038008	A0	42007037003
42007038011	A0	42007037003
42007038011	A1	42007038012
42007038012	A0	42007037003
42007038012	A1	42007038014
42007038022	A0	42007037003
42007038024	A0	42007037003
42007038024	A1	42007038026
42007038029	A0	42007037003
42007039001	A0	42007039004
42007039006	A0	42007039004
42007039006	A1	42007039007
42007039008	A0	42007039004
42007039011	A0	42007039004
42007039016	A0	42007019004
42007039024	A0	42007039023
42007039024	A1	42007039025
42007040002	A1	42007040004
42007040005	A0	42007040004
42007040009	A0	42007040004
42007040009	A1	42007040012
42007040012	A0	42007040004
42007040012	A2	42007040010
42007040012	A1	42007040011
42007040016	A0	42007040015
42007040017	A0	42007040004
42007041008	A0	42007041007
42007041008	A1	42007041009
42007042002	A0	42007042003
42007042002	A1	42007042004
42007042004	A0	42007041002
42007042004	A1	00000000000
42007042006	A0	42007041004
42007042006	A1	00000000000
42007042006	A2	42007042005
42007042011	A0	42007042007
42007042011	A1	42007042012
42007043001	A1	42007043002
42007043003	A0	42007043002
42007043004	A0	42007043002
42007043009	A0	42007041004
42007043009	A2	42007043006
42007043009	A1	42007043008
42007043012	A0	42007043010
42007043012	A2	42007043013
42007043015	A0	42007043002
42007044002	A1	42007040004
42007044008	A0	42007040004
42007044008	A2	42007044007
42007044009	A0	42007044007
42007044009	A1	42007044012
42007044013	A0	42007040004
42007044023	A0	42007044007
42007044023	A1	42007044018
42007044023	A2	42007044019
42007044028	A0	42007044024
42007044028	A1	42007044031
42007044036	A0	42007044012
42007045004	A0	42007044007
42007045004	A1	42007045001
42007045004	A2	42007045002
42007045009	A0	42007040004
42007045011	A0	42007045005
42007045011	A1	42007045012
42007045012	A0	42007044012
42007045012	A1	42007045015
42007046006	A0	42007044007
42007046006	A1	42007046003
42007046010	A0	42007046007
42007046010	A1	42007046012
42007047003	A0	42007040004
42007047003	A2	42007047004
42007047005	A1	42007047007
42007047012	A0	42007044012
42007047017	A2	42007047014
42007047017	A1	42007047016
42007047019	A0	42007047017
42007048001	A0	42007040004
42007048001	A2	42007048003
42007048004	A1	42007048007
42007049002	A0	42007049004
42007049002	A1	42007049005
42007049004	A0	00000000000
42007049005	A0	42007049004
42007049014	A0	42007049011
42007049014	A1	42007049013
42007050001	A0	42007040004
42007050009	A0	42007050007
42007050009	A1	42007050010
42007050011	A0	42007050005
42008001002	A0	00000000000
42008001008	A0	42008001007
42008001013	A0	42007040004
42008001013	A1	42008001017
42008001015	A0	42007040004
42008001015	A1	42008001017
42008002006	A1	42008002004
42008002020	A0	42008002018
42008003013	A0	42008003012
42008003013	A1	42008003014
42008003017	A0	00000000000
42008004001	A0	42008004003
42008004009	A0	42008004006
42008004012	A0	42007040004
42008005001	A0	42008005003
42008005003	A0	00000000000
42008005005	A0	42008005003
42008005005	A1	42008005007
42008005012	A0	42008005013
42008005016	A0	42008005014
42008005021	A1	42008005014
42008005027	A0	42008005024
42008005027	A1	42008005028
42008006003	A0	42008006002
42008006008	A1	42008006002
42008006009	A1	42008006002
42008006013	A0	42008006002
42008006013	A1	42008006014
42008007003	A0	42008007002
42008007009	A1	42008007011
42008007012	A0	42008007011
42008007012	A1	42008007013
42008008003	A0	42008008002
42008008010	A1	42008008002
42008008011	A0	42008008002
42008008011	A1	42008008012
42008008015	A0	42007040004
42008008015	A1	42008008014
42008008016	A0	42007040004
42008008018	A0	00000000000
42008008018	A1	42008008019
42008008020	A0	42008008018
42008008021	A0	42008008018
42008009001	A1	42008009003
42008009001	A0	42008009005
42008010003	A0	42008010001
42008010005	A2	42008010004
42008010005	A1	42008010006
42008010006	A0	00000000000
42008010006	A1	42008010008
42008010019	A0	42008010015
42008010021	A0	42008010015
42008010023	A0	42008010015
42008010025	A0	42008010015
42008012008	A0	00000000000
42008012010	A0	42008012012
42008012014	A0	42008012012
42008012014	A1	42008012016
42008012023	A0	42008012001
42008012024	A1	42008012001
42008013008	A0	42008013006
42008013011	A0	42008013006
42008013011	A1	42008013013
42008013018	A0	42008013015
42008013018	A1	42008013016
42008013022	A0	42008013019
42008013027	A0	42008013001
42008014006	A0	00000000000
42008014010	A0	00000000000
42008014020	A0	42008014006
42008014021	A1	42008014006
42008014024	A0	42008014006
42008015015	A0	42008015009
42008015015	A1	42008015017
42008015018	A0	42008015009
42008015020	A0	42008015009
42008016004	A0	42008016001
42008016004	A1	42008016003
42008016005	A0	42008016001
42008016005	A1	42008016006
42008016011	A0	42008016001
42008016015	A0	00000000000
42008016018	A0	00000000000
42008016019	A0	42008016018
42008016019	A1	42008016021
42008017014	A1	42008017011
42008017018	A0	42008017010
42008018001	A0	42008009005
42008018001	A1	42008018004
42008018004	A0	42008009005
42008018008	A0	42008018005
42008018009	A1	00000000000
42008018009	A2	42008018010
42008018015	A0	42008018012
42008018018	A0	42008018015
42008018018	A1	42008018019
42008018019	A0	42008018015
42008018019	A1	42008018017
42008018020	A1	42008018018
42008019001	A0	42008019006
42008019001	A0	42008019009
42008019013	A0	42008019006
42008019013	A0	42008019009
42008019013	A1	42008019014
42008019014	A0	42008019006
42008019014	A0	42008019009
42008019014	A1	42008019015
42008020001	A1	42008020011
42008020001	A2	42008020003
42008020011	A0	42008020005
42008020011	A0	42008020009
42008020013	A0	42008020005
42008020013	A0	42008020009
42008020013	A1	42008020015
42008020014	A0	42008020005
42008020014	A0	42008020009
42008020014	A1	42008020013
42008021003	A1	42007040004
42008021004	A0	42008021001
42008021019	A0	00000000000
42008021019	A1	42008021016
42008021021	A0	00000000000
42008021021	A1	42008021016
42008022001	A0	00000000000
42008022009	A0	42008022008
42008022017	A0	42007040004
42008022020	A0	42008022014
42008022020	A0	42007040004
42008022027	A1	42007040004
42008022027	A1	42008022014
42008023001	A0	42008023003
42008023004	A0	42007040004
42008023006	A0	42008023007
42008023013	A1	42007040004
42008023013	A1	42008022014
42008023015	A0	42007040004
42008023015	A0	42008022014
42008024001	A0	42008022014
42008024003	A0	42008022014
42008024003	A1	42008024004
42008024005	A0	42008022014
42008024008	A0	42008024006
42008024008	A0	42008022014
42008024011	A1	42007040004
42008024012	A0	42008024009
42008024012	A1	42008024014
42008024012	A1	42008024017
42008024021	A0	42008024014
42008024021	A0	42008024017
42008024023	A0	42008024024
42008025001	A0	42007040004
42008025001	A2	42008025003
42008025008	A1	42008022014
42008025010	A0	42008022014
42008025011	A0	42008022014
42008025022	A0	42007040004
42008025022	A1	00000000000
42008025022	A2	42008025021
42008025022	A2	42008025025
42008025027	A0	42008025021
42008025027	A0	42008025025
42008025027	A1	42008025028
42008026002	A0	42007040004
42008026002	A0	42008022014
42008027001	A0	42007040004
42008027007	A1	42008027003
42008027007	A0	42008027008
42008027013	A0	42008027008
42008027013	A1	42008027014
42008027019	A0	42008027008
42008027019	A1	42008027020
42008027025	A0	42008027008
42008028001	A0	42008027008
42008028001	A1	42008028004
42008028005	A0	42008027008
42008028006	A0	42008027008
42008028011	A0	42008029004
42008028022	A0	42008029004
42008028022	A1	42008028023
42008028026	A0	42008028016
42008028026	A1	42008028025
42008029001	A0	42008028004
42008029001	A2	42008029004
42008029001	A1	42008029007
42008029007	A0	42008029004
42008029014	A0	42008029004
42008029014	A1	42008029015
42008029017	A1	42008029010
42008029021	A1	42008029010
42008029023	A0	42008029010
42008029023	A1	42008029025
42008029026	A1	42008029010
42008030001	A1	42008030003
42008030001	A0	42008030005
42008030012	A0	42008030010
42008030015	A0	42008030016
42008031002	A0	42008030016
42008031002	A1	42008031003
42008031006	A0	42008030005
42008031006	A2	42008031007
42008031006	A1	42008031011
42008031011	A0	42008030016
42008032007	A1	42008032004
42008032012	A0	42008030016
42008032012	A1	42008032013
42008032015	A0	42008030005
42008032015	A2	42008032016
42008032015	A1	42008032019
42008032019	A0	42008030016
42008032021	A0	42008030005
42008032021	A1	42008032019
42008032021	A2	42008032022
42008033001	A0	42008033004
42008033008	A0	42008033004
42008033013	A0	42008033015
42008033023	A1	42008033015
42008034001	A0	42008034004
42008034001	A1	42008034006
42008034004	A0	00000000000
42008034006	A0	00000000000
42008034007	A0	42008034004
42008034009	A0	42008034004
42008035001	A0	00000000000
42008035003	A0	00000000000
42008035003	A1	42008035005
42008035005	A0	00000000000
42008035007	A0	00000000000
42008035012	A0	00000000000
42008035012	A1	42008035013
42008035013	A0	42008035015
42008035020	A0	42008035019
42008035021	A1	42008035015
42008035023	A0	42008035015
42008035030	A1	00000000000
42008036001	A2	42008036003
42008036001	A0	42008036005
42008036005	A0	00000000000
42008036007	A1	42008036009
42008036009	A1	42008035015
42008037002	A0	42008037006
42008037002	A1	42008037011
42008037011	A0	42008037003
42008037017	A1	42008037006
42008037020	A0	42008035028
42008037023	A0	42008037018
42008038001	A2	42008038003
42008038001	A0	42008038005
42008038001	A1	42008038013
42008038008	A0	42008038010
42008038014	A0	42008035028
42008038014	A1	42008038016
42008038017	A0	42008035028
42008039001	A0	42008038005
42008039007	A0	42008038005
42008039007	A1	42008039010
42008039010	A1	42008039008
42008039010	A2	42008039009
42008039010	A0	42008039012
