verb_key	role	arg_key
43002010017	A1	43002010020
43002011002	A1	43002011003
43002011002	A0	43002011007
43002011013	A0	43002011007
43002011013	A1	43002011015
43002011018	A0	43002011022
43002012003	A0	43002012006
43002012003	A0	43002012009
43002012003	A0	43002012013
43002012003	A0	43002012016
43002012020	A0	43002011007
43002012020	A0	43002012009
43002012020	A0	43002012013
43002012020	A0	43002012016
43002013009	A0	43002013013
43002014002	A0	43002013013
43002014002	A1	43002014016
43002014007	A0	00000000000
43002014007	A1	43002014008
43002014007	A1	43002014010
43002014007	A1	43002014012
43002014016	A0	43002014007
43002014016	A0	43002014015
43002015002	A0	43002013013
43002015002	A1	43002015003
43002015007	A0	43002013013
43002015007	A1	43002015006
43002015020	A0	43002013013
43002015020	A1	43002015022
43002015026	A0	43002013013
43002015026	A1	43002015025
43002016005	A0	00000000000
43002016005	A1	43002016004
43002016006	A0	43002013013
43002016006	A2	43002016005
43002016007	A0	43002016005
43002016007	A1	43002016008
43002016011	A0	43002016005
43002016011	A1	43002016013
43002017001	A1	43002017003
43002017006	A1	43002017013
43002017013	A0	43002017009
43002017013	A1	43002017014
43002018001	A0	43002018004
43002018006	A0	43002018004
43002018006	A2	43002018007
43002018010	A0	43002013013
43002018010	A1	43002018009
43002018010	A2	43002018011
43002018014	A0	43002013013
43002018014	A1	43002018013
43002019001	A0	43002019002
43002019004	A0	43002019002
43002019004	A2	43002019005
43002019006	A0	43002018004
43002019006	A1	43002019008
43002019014	A0	43002019002
43002019014	A1	43002019015
43002020001	A0	43002020004
43002020009	A1	43002020011
43002020018	A0	43002020014
43002020018	A1	43002020019
43002021003	A0	43002021001
43002022003	A1	43002019002
43002022006	A1	43002022008
43002022012	A0	43002019002
43002022012	A1	43002022011
43002022014	A0	43002022008
43002022014	A1	43002022016
43002022014	A1	43002022019
43002022021	A1	43002022020
43002022021	A0	43002022023
43002023014	A0	43002023013
43002023019	A0	43002023013
43002023019	A1	43002023022
43002023024	A0	43002022023
43002023024	A1	43002023023
43002024005	A0	43002024003
43002024005	A1	43002024006
43002024005	A2	43002024007
43002024011	A0	43002024010
43002024011	A1	43002024012
43002025005	A0	43002024003
43002025005	A1	43002025004
43002025008	A0	43002025007
43002025014	A0	43002025012
43002025014	A1	43002025019
43003001001	A0	43003001003
43003002002	A0	43003002001
43003002007	A0	43003001003
43003002007	A2	43003002008
43003002010	A0	43003001012
43003002010	A0	43003001003
43003002014	A0	43003002009
43003002018	A0	43003002016
43003002018	A1	43003002022
43003002022	A0	43003002016
43003002022	A1	43003002021
43003002025	A1	43003002023
43003002025	A0	43003002024
43003003001	A0	43003003002
43003003004	A0	43003003002
43003003004	A2	43003003005
43003003008	A0	43003003002
43003003008	A2	43003003009
43003003013	A1	43003003012
43003003016	A0	43003003012
43003003016	A1	43003003017
43003003017	A0	43003003012
43003003017	A1	43003003019
43003004001	A0	43003004005
43003004007	A0	43003004008
43003004007	A1	43003004009
43003004009	A1	43003004008
43003004013	A0	43003004008
43003004013	A1	43003004021
43003004013	A1	43003004023
43003004021	A0	43003004008
43003004023	A1	43003004008
43003005001	A0	43003005002
43003005005	A0	43003005002
43003005005	A2	43003005006
43003005010	A1	43003005009
43003005016	A0	43003005009
43003005016	A1	43003005017
43003005017	A0	43003005009
43003006002	A1	00000000000
43003006010	A1	00000000000
43003007002	A0	43003004005
43003007004	A0	43003005002
43003007004	A2	43003007005
43003007006	A0	43003007008
43003007008	A1	43003007007
43003008004	A0	43003008002
43003008005	A0	43003008002
43003008010	A0	43003004005
43003008010	A1	43003008008
43003008013	A0	43003004005
43003008015	A0	43003008002
43003008018	A0	43003008002
43003008023	A1	00000000000
43003009001	A0	43003009002
43003009004	A0	43003009002
43003009004	A2	43003009005
43003009007	A0	43003009009
43003009009	A0	43003009008
43003010001	A0	43003010002
43003010004	A0	43003010002
43003010004	A2	43003010005
43003010015	A0	43003009002
43003010015	A1	43003010013
43003011003	A0	43003010002
43003011003	A2	43003011004
43003011007	A0	43003010002
43003011007	A0	43002012016
43003011007	A1	43003011006
43003011008	A0	43003010002
43003011008	A0	43002012016
43003011008	A1	43003011007
43003011011	A0	43003010002
43003011011	A0	43002012016
43003011011	A1	43003011010
43003011012	A0	43003010002
43003011012	A0	43002012016
43003011012	A1	43003011011
43003011018	A0	43003010011
43003011018	A0	43003009002
43003011018	A1	43003011015
43003012004	A0	43003010002
43003012004	A1	43003012003
43003012004	A2	43003012005
43003012008	A0	43003010011
43003012008	A0	43003009002
43003012011	A0	43003010002
43003012011	A2	43003012012
43003012011	A1	43003012014
43003012015	A0	43003010011
43003012015	A0	43003009002
43003013003	A0	43003013002
43003013013	A0	43003013015
43003014004	A0	43003014003
43003014004	A1	43003014006
43003014011	A1	43003014014
43003014012	A0	43003014011
43003015004	A0	00000000000
43003015007	A0	43003015004
43003015007	A1	43003015008
43003016003	A0	43003016005
43003016003	A1	43003016007
43003016013	A0	43003016005
43003016013	A1	43003016010
43003016017	A0	00000000000
43003016021	A0	43003016017
43003016023	A0	43003016017
43003016023	A1	43003016024
43003017003	A0	43003017005
43003017003	A1	43003017007
43003017012	A0	43003017007
43003017012	A1	43003017014
43003017017	A1	43003017019
43003018002	A0	00000000000
43003018006	A1	43003018002
43003018009	A0	00000000000
43003018011	A1	43003018010
43003018014	A0	43003018010
43003019009	A0	43003019008
43003019014	A0	43003019016
43003019014	A1	43003019019
43003020005	A0	00000000000
43003020005	A1	43003020004
43003020006	A0	43003020005
43003020006	A1	43003020008
43003020011	A0	43003020005
43003020017	A1	43003020019
43003021003	A0	00000000000
43003021003	A1	43003021005
43003021006	A0	43003021003
43003021011	A1	43003021014
43003021019	A1	43003021014
43003022003	A0	43003022005
43003022003	A0	43003022008
43003022016	A0	43003022005
43003022020	A0	43003022005
43003023005	A0	43003023004
43003023017	A0	00000000000
43003023019	A1	00000000000
43003024004	A1	43003024008
43003025001	A0	43003025003
43003026002	A0	43003025006
43003026007	A0	43003025006
43003026007	A2	43003026008
43003026019	A2	43003026017
43003026019	A0	43003026018
43003026020	A0	43003026009
43003026022	A0	43003026021
43003026025	A0	43003026024
43003027001	A0	43003027002
43003027004	A0	43003027002
43003027006	A0	43003027007
43003027006	A1	43003027008
43003027008	A0	43003027007
43003027008	A1	43003027009
43003027013	A1	00000000000
43003027013	A2	43003027014
43003028004	A0	43003028002
43003028004	A2	43003028003
43003028006	A0	43003027002
43003028014	A1	43003027002
43003029002	A0	00000000000
43003029002	A1	43003029004
43003029013	A0	43003029009
43003029015	A0	43003029009
43003029015	A1	43003029016
43003029018	A0	43003029009
43003029030	A1	43003029027
43003030002	A0	43003030003
43003030002	A0	43003030006
43003030003	A0	43003030001
43003030006	A0	43003030004
43003031003	A0	00000000000
43003031008	A0	00000000000
43003031020	A0	43003031011
43003031025	A0	00000000000
43003032002	A0	43003031025
43003032002	A1	43003032001
43003032004	A0	43003031025
43003032004	A1	43003032001
43003032006	A0	43003031025
43003032006	A1	43003032005
43003032012	A1	43003032009
43003032012	A0	43003032011
43003033002	A0	00000000000
43003033002	A1	43003033005
43003033006	A0	43003033002
43003034003	A1	43003034001
43003034003	A0	43003034005
43003034010	A0	43003034003
43003034010	A1	43003034007
43003034015	A0	43003034009
43003034015	A1	43003034017
43003035003	A0	43003035002
43003035003	A1	43003035005
43003035008	A0	43003035002
43003035008	A1	43003035007
43003036002	A0	00000000000
43003036006	A0	43003036002
43003036006	A1	43003036007
43003036011	A0	00000000000
43003036011	A1	43003036013
43003036015	A0	43003036011
43003036015	A1	43003036016
43003036022	A0	43003036019
43004001003	A0	43004001005
43004001007	A0	43004001009
43004001014	A0	43004001011
43004001014	A1	43004001013
43004001016	A0	43004001011
43004001016	A1	43004001013
43004002005	A0	43004002002
43004003001	A0	43004002002
43004003001	A1	43004003003
43004003005	A0	43004002002
43004004001	A0	43004004004
43004004004	A0	43004004003
43004005001	A0	43004002002
43004005013	A1	43004005012
43004005013	A0	43004005014
43004005013	A2	43004005015
43004006010	A0	43004006009
43004006014	A0	43004006009
43004007001	A0	43004007002
43004007006	A0	43004007002
43004007006	A1	43004007007
43004007008	A2	43004007009
43004007008	A0	43004007011
43004007012	A0	43004007002
43004007012	A2	43004007013
43004007012	A1	43004007014
43004007014	A0	43004007011
43004008005	A0	43004008003
43004008011	A0	43004008003
43004008011	A1	43004008010
43004009001	A2	43004009003
43004009001	A0	43004009005
43004009014	A0	43004007011
43004009015	A0	43004009009
43004009015	A1	43004009014
43004009021	A0	43004009022
43004010001	A0	43004010002
43004010004	A0	43004010002
43004010004	A2	43004010005
43004010007	A0	43004009005
43004010007	A1	43004010009
43004010007	A1	43004010013
43004010016	A0	43004010002
43004010016	A2	43004010017
43004010018	A0	43004009005
43004010018	A2	43004010019
43004010018	A1	43004010020
43004010020	A0	43004010002
43004010023	A0	43004010021
43004010023	A1	43004010024
43004010026	A0	43004010016
43004010026	A2	43004010028
43004010026	A1	43004010029
43004010030	A0	43004010029
43004011001	A2	43004011002
43004011001	A0	43004009005
43004011006	A0	43004011003
43004011006	A1	43004011005
43004011014	A0	43004011003
43004011014	A1	43004011016
43004011018	A0	43004011016
43004012010	A0	43004012009
43004012010	A2	43004012011
43004012010	A1	43004012013
43004012018	A0	43004012015
43004013001	A0	43004013002
43004013004	A0	43004013002
43004013004	A2	43004013005
43004013008	A0	00000000000
43004013013	A0	43004013008
43004014004	A0	43004014001
43004014010	A1	43004014008
43004014010	A0	43004014009
43004014010	A2	43004014011
43004014014	A0	43004014004
43004014022	A0	43004013002
43004014022	A1	43004014021
43004014022	A2	43004014023
43004014029	A0	43004014028
43004015001	A0	43004015005
43004015007	A0	43004015006
43004015007	A2	43004015008
43004015007	A1	43004015011
43004015014	A0	43004015005
43004015016	A0	43004015005
43004015018	A0	43004015005
43004016001	A0	43004013002
43004016001	A2	43004016002
43004016003	A0	43004015005
43004016004	A0	43004015005
43004016004	A1	43004016006
43004016009	A0	43004015005
43004017001	A0	43004017003
43004017005	A0	43004017003
43004017007	A0	43004017003
43004017007	A1	43004017008
43004017009	A2	43004017010
43004017009	A0	43004017012
43004017014	A0	43004017003
43004017018	A0	43004017003
43004017018	A1	43004017016
43004018004	A0	43004017003
43004018004	A1	43004018003
43004018008	A0	43004017003
43004018008	A1	43004018007
43004018015	A0	43004017003
43004018015	A1	43004018013
43004019001	A2	43004019002
43004019001	A0	43004019004
43004019006	A0	43004019004
43004020008	A0	43004020002
43004020011	A0	43004020010
43004020019	A0	00000000000
43004020020	A0	43004020019
43004021001	A2	43004021002
43004021001	A0	43004021004
43004021005	A0	43004021007
43004021005	A1	43004021006
43004021009	A0	43004021010
43004021020	A0	43004021007
43004021020	A0	43004009023
43004021020	A1	43004021022
43004022002	A0	43004022001
43004022002	A1	43004022005
43004022005	A0	43004009023
43004022005	A0	43004021007
43004022005	A1	43004022003
43004022007	A0	43004022006
43004022007	A1	43004022009
43004022009	A0	43004021004
43004022009	A0	43004009022
43004022009	A1	43004022008
43004023002	A0	43004023003
43004023011	A0	43004023010
43004023011	A1	43004023013
43004023023	A0	43004023021
43004023023	A1	43004023022
43004023025	A0	00000000000
43004024006	A0	00000000000
43004024006	A1	43004024003
43004024011	A0	43004024012
43004024012	A0	43004024006
43004024012	A1	43004024003
43004025001	A2	43004025002
43004025001	A0	43004025004
43004025005	A0	43004025004
43004025008	A0	43004025007
43004025013	A0	43004025014
43004025015	A0	43004025007
43004025015	A2	43004025016
43004025015	A1	43004025017
43004026001	A2	43004026002
43004026001	A0	43004026004
43004026008	A0	43004026004
43004026008	A2	43004026009
43004027004	A0	43004027006
43004027009	A0	43004027006
43004027013	A0	43004026004
43004027016	A0	43004027014
43004027018	A0	43004027012
43004027018	A1	43004027017
43004027021	A0	43004026004
43004028001	A1	43004028004
43004028001	A0	43004028007
43004028009	A0	43004028007
43004028014	A0	43004028007
43004028014	A2	43004028016
43004029001	A0	43004028016
43004029002	A0	43004028016
43004029002	A1	43004029003
43004029005	A0	43004029004
43004029005	A2	43004029006
43004029005	A1	43004029009
43004029009	A0	43004028007
43004029009	A1	43004029008
43004030001	A0	43004028016
43004030006	A0	43004028016
43004031004	A1	43004031005
43004031004	A0	43004031007
43004031008	A0	43004031007
43004031010	A0	43004031009
43004032003	A0	43004032001
43004032003	A2	43004032004
43004032007	A0	43004032005
43004032007	A1	43004032006
43004032008	A0	43004026004
43004032012	A1	43004032009
43004032012	A0	43004032010
43004033001	A0	43004033004
43004033009	A0	43004033008
43004033009	A1	00000000000
43004033009	A2	43004033010
43004033011	A0	43004026004
43004033011	A1	00000000000
43004034001	A2	43004034002
43004034001	A0	43004034004
43004034009	A0	43004034004
43004034009	A1	43004034011
43004034013	A0	43004024003
43004034013	A1	43004034014
43004034016	A0	43004034004
43004034016	A1	43004034019
43004035003	A0	43004035002
43004035011	A0	43004035010
43004035012	A0	43004033004
43004035013	A0	43004034004
43004035013	A2	43004035014
43004035015	A0	43004033004
43004035015	A1	43004035017
43004035020	A0	43004033004
43004035020	A1	43004035022
43004036002	A0	00000000000
43004036004	A0	43004036002
43004036004	A1	43004036003
43004036006	A0	43004036002
43004036006	A1	43004036007
43004036013	A0	00000000000
43004036015	A0	43004036013
43004036015	A0	43004036018
43004036018	A0	00000000000
43004037012	A0	00000000000
43004037016	A0	00000000000
43004038002	A0	43004038001
43004038002	A1	43004038003
43004038004	A0	43004033004
43004038004	A1	43004038008
43004038008	A1	43004038005
43004038008	A0	43004038007
43004038010	A0	43004038009
43004038017	A0	43004038012
43004039007	A0	43004039006
43004039017	A0	43004039016
43004039019	A0	43004034004
43004039019	A2	43004039020
43004039019	A1	43004039023
43004039023	A0	43004039016
43004039023	A1	43004039022
43004040003	A0	43004040007
43004040008	A0	43004040007
43004040008	A1	43004040010
43004040010	A0	43004034004
43004040010	A0	43004040009
43004040014	A0	43004034004
43004041004	A0	43004041003
43004042004	A0	43004041003
43004042004	A2	43004042003
43004042011	A0	43004041003
43004042014	A0	43004042012
43004042016	A0	43004041003
43004043006	A0	43004034004
43004044004	A0	43004044003
43004044013	A0	43004044006
43004044013	A1	43004044011
43004045003	A0	43004044003
43004045007	A1	43004045008
43004045007	A0	43004045010
43004045012	A0	43004045010
43004045012	A1	43004045014
43004045014	A0	43004044003
43004045014	A1	43004045013
43004045023	A0	43004045021
43004046001	A0	43004044003
43004046010	A0	43004044003
43004046010	A1	43004046012
43004046015	A0	43004046017
43004046021	A0	43004046020
43004047002	A0	43004046017
43004047005	A0	43004047004
43004047012	A0	43004047001
43004047016	A0	43004046017
43004047018	A0	43004047004
43004047020	A0	43004047004
43004047020	A1	43004047023
43004047024	A0	43004047023
43004047024	A1	43004047026
43004047026	A0	43004047023
43004048001	A0	43004048004
43004048012	A0	43004046017
43004048012	A0	43004045010
43004048012	A1	43004048009
43004048012	A1	43004048011
43004048015	A0	43004046017
43004048015	A0	43004045010
43004049001	A0	43004049005
43004049007	A0	43004049006
43004049009	A0	43004049011
43004050001	A2	43004050002
43004050001	A0	43004050004
43004050005	A0	43004049005
43004050009	A0	43004050007
43004050010	A0	43004050012
43004050010	A1	43004050014
43004050016	A1	43004050015
43004050016	A2	43004050017
43004050016	A0	43004050019
43004050021	A0	43004050012
43004051004	A0	43004051003
43004051007	A0	43004051006
43004051007	A1	43004051008
43004051009	A0	43004051006
43004051014	A0	43004051012
43004052001	A0	43004050012
43004052001	A1	43004052004
43004052011	A0	43004051006
43004052011	A2	43004052013
43004052018	A1	43004052019
43004052018	A0	43004052021
43004053001	A0	43004053004
43004053011	A2	43004053012
43004053011	A0	43004053014
43004053018	A0	43004053016
43004053020	A0	43004053021
43004053020	A0	43004053024
43004054006	A1	43004054005
43004054006	A0	43004054008
43004054009	A0	43004054008
43005001003	A0	43005001004
43005001008	A0	43005001009
43005002016	A0	43005002009
43005002016	A1	43005002015
43005003003	A0	43005003004
43005003006	A0	00000000000
43005005010	A0	43005005004
43005006002	A0	43005006004
43005006002	A1	43005006005
43005006005	A0	43005006001
43005006007	A0	43005006004
43005006012	A0	43005005004
43005006013	A0	43005006004
43005006013	A2	43005006014
43005006015	A0	43005005004
43005006015	A1	43005006016
43005007001	A2	43005007002
43005007001	A0	43005007004
43005007004	A0	43005005004
43005007008	A0	43005007004
43005007008	A1	43005007006
43005007011	A1	43005007013
43005007014	A0	43005007006
43005007014	A1	43005007015
43005007022	A0	43005007023
43005007027	A0	43005007024
43005008001	A2	43005008002
43005008001	A0	43005008004
43005008005	A0	43005007004
43005008006	A0	43005007004
43005008006	A1	43005008008
43005008011	A0	43005007004
43005009008	A0	43005009006
43005009008	A1	43005009010
43005009013	A0	43005009006
43005009014	A0	00000000000
43005010001	A0	43005010004
43005010001	A2	43005010006
43005010006	A1	43005009006
43005010008	A0	00000000000
43005010011	A0	43005010013
43005010013	A0	43005010006
43005010013	A1	43005010015
43005011003	A0	43005011001
43005011003	A2	43005011004
43005011006	A0	43005008004
43005011006	A1	43005011007
43005011011	A0	43005011009
43005011011	A2	43005011010
43005011012	A0	43005010006
43005011012	A1	43005011014
43005011017	A0	43005010006
43005012001	A0	43005010004
43005012001	A1	43005012002
43005012008	A0	43005012006
43005012008	A2	43005012009
43005012010	A0	43005010006
43005012012	A0	43005010006
43005013003	A1	43005010006
43005013005	A0	43005013003
43005013005	A1	43005013006
43005013011	A0	43005013010
43005014003	A1	43005014004
43005014003	A0	43005014006
43005014011	A0	43005014006
43005014011	A2	43005014012
43005014013	A0	43005013003
43005014017	A0	43005013003
43005014023	A0	43005014022
43005014023	AA2	43005014021
43005015001	A0	43005015003
43005015005	A0	43005015003
43005015005	A2	43005015007
43005015012	A0	43005014006
43005015012	A1	43005015013
43005016004	A0	43005016006
43005016004	A1	43005016008
43005016011	A0	43005016008
43005016011	A1	43005016010
43005017003	A0	43005017001
43005017003	A2	43005017004
43005017010	A0	43005017006
43005017012	A0	43005017011
43005018005	A1	43005018009
43005018005	A0	43005018008
43005018009	A0	43005018008
43005018009	A1	43005018006
43005018013	A0	43005016008
43005018013	A1	43005018015
43005018020	A0	43005016008
43005018020	A1	43005018022
43005018025	A0	43005016008
43005018025	A1	43005018024
43005019001	A0	43005019004
43005019006	A0	43005019004
43005019006	A2	43005019007
43005019010	A0	43005019004
43005019010	A2	43005019011
43005019013	A0	43005019015
43005019013	A1	43005019016
43005019016	A0	43005019015
43005019016	A1	43005019019
43005019023	A0	43005019015
43005019023	A1	43005019026
43005019026	A1	43005019022
43005019026	A0	43005019025
43005019031	A1	43005019027
43005019031	A0	43005019030
43005019037	A1	43005019032
43005019037	A0	43005019035
43005020004	A0	43005020003
43005020004	A1	43005020006
43005020009	A0	43005020003
43005020009	A2	43005020010
43005020009	A1	43005020013
43005020013	A1	43005020011
43005020013	A0	43005020012
43005020017	A0	43005020003
43005020017	A1	43005020019
43005020017	A2	43005020018
43005020022	A0	43005020021
43005021005	A0	43005021004
43005021005	A1	43005021007
43005021009	A0	43005021004
43005021015	A0	43005021013
43005021015	A1	43005021014
43005021016	A0	43005021013
43005021016	A1	43005021015
43005022005	A0	43005022004
43005022005	A1	43005022006
43005022011	A0	43005022004
43005022011	A1	43005022009
43005022011	A2	43005022013
43005023003	A0	43005023002
43005023003	A1	43005023005
43005023007	A0	43005023002
43005023007	A1	43005023009
43005023012	A0	00000000000
43005023012	A1	43005023014
43005023016	A0	43005023012
43005023016	A1	43005023018
43005023020	A0	43005023018
43005023020	A1	43005023021
43005024003	A0	43005019004
43005024003	A2	43005024004
43005024010	A0	00000000000
43005024010	A1	43005024008
43005024012	A0	00000000000
43005024012	A1	43005024014
43005024014	A0	43005023018
43005024014	A1	43005024015
43005024016	A0	43005024010
43005024016	A0	43005024012
43005024016	A1	43005024017
43005024023	A0	43005024010
43005024025	A0	43005024010
43005025003	A0	43005019004
43005025003	A2	43005025004
43005025006	A0	43005025007
43005025014	A0	43005025013
43005025014	A1	43005025016
43005025023	A0	00000000000
43005025024	A0	43005025023
43005026005	A0	43005026004
43005026005	A1	43005026006
43005026013	A0	43005026004
43005026013	A2	43005026012
43005026013	A1	43005026015
43005026015	A0	43005026012
43005026015	A1	43005026014
43005027003	A0	43005026004
43005027003	A1	43005027002
43005027003	A2	43005027004
43005027006	A0	43005026012
43005027006	A1	43005027005
43005028002	A0	43005018008
43005028002	A1	43005028003
43005028005	A0	43005028006
43005028014	A0	43005028010
43005028014	A1	43005028016
43005029002	A0	43005028010
43005029006	A0	00000000000
43005029006	A1	43005029005
43005029013	A0	00000000000
43005029013	A1	43005029012
43005030002	A0	43005030003
43005030002	A1	43005030004
43005030004	A0	43005019004
43005030004	A1	43005030007
43005030009	A0	43005019004
43005030010	A0	43005019004
43005030020	A0	43005019004
43005030020	A1	43005030022
43005030029	A0	43005026004
43005030029	A1	43005030030
43005031003	A0	43005031002
43005032004	A0	00000000000
43005032008	A0	43005019004
43005032015	A0	43005032004
43005032015	A1	43005032014
43005033002	A0	43005033001
43005033006	A0	43005033004
43005033006	A2	43005033008
43005034008	A0	43005034001
43005034008	A1	43005034007
43005034011	A0	43005019004
43005034011	A1	43005034010
43005034014	A1	43005034013
43005035006	A1	43005035004
43005035008	A0	43005035004
43005035011	A0	43005035009
43005035011	A1	43005035012
43005035012	A1	43005018008
43005036003	A0	43005036001
43005036003	A1	43005036005
43005036013	A1	43005036012
43005036013	A2	43005036014
43005036013	A0	43005036016
43005036018	A0	43005019004
43005036018	A1	43005036019
43005036024	A0	43005019004
43005036024	A1	43005036023
43005036025	A0	43005036011
43005036032	A0	43005036030
43005036032	A1	43005036031
43005037003	A0	43005037005
43005037003	A1	43005037004
43005037007	A0	43005037006
43005037014	A0	43005018008
43005037014	A1	43005037011
43005037018	A0	43005018008
43005037018	A1	43005037016
43005038006	A0	43005018008
43005038006	A1	43005038009
43005038009	A0	43005038003
43005038012	A1	43005038011
43005038012	A0	43005038013
43005038017	A1	43005038014
43005038017	A0	43005038015
43005039001	A0	43005018008
43005039001	A1	43005039003
43005039006	A0	43005039005
43005039006	A1	43005039011
43005039011	A0	43005018008
43005039011	A1	43005039009
43005039016	A0	00000000000
43005040003	A0	43005018008
43005040003	A1	43005040004
43005040004	A0	43005018008
43005040009	A0	43005018008
43005040009	A1	43005040008
43005041005	A0	43005019004
43005041005	A1	43005041001
43005042002	A0	43005019004
43005042002	A1	43005042003
43005042010	A0	43005018008
43005042010	A1	43005042006
43005043002	A0	43005043001
43005043011	A0	43005018008
43005043011	A1	43005043012
43005043015	A0	43005043014
43005043022	A0	43005018008
43005043022	A1	43005043021
43005044002	A0	43005044003
43005044002	A1	43005044004
43005044004	A0	43005018008
43005044008	A0	43005018008
43005044008	A1	43005044005
43005044018	A0	43005018008
43005044018	A1	43005044011
43005045002	A0	43005018008
43005045005	A0	43005045004
43005045005	A1	43005045006
43005045012	A0	00000000000
43005045012	A1	43005045013
43005045018	A0	43005045017
43005046003	A0	43005018008
43005046003	A1	43005046004
43005046005	A0	43005018008
43005046005	A1	43005046007
43005046012	A0	43005046011
43005047007	A0	43005018008
43005047007	A1	43005047005
43005047012	A0	43005018008
43005047012	A1	43005047011
43006001003	A0	43006001005
43006002001	A1	43006002003
43006002001	A0	43006002004
43006002007	A0	43006002004
43006002007	A1	43006002009
43006002011	A0	43006001005
43006002011	A1	43006002010
43006002014	A0	00000000000
43006003001	A0	43006003006
43006003009	A0	43006003006
43006005001	A0	43006005006
43006005001	A1	43006005004
43006005008	A0	43006005006
43006005012	A0	43006005011
43006005015	A0	43006005006
43006005019	A0	43006005006
43006005019	A0	43006003012
43006005019	A1	43006005020
43006005022	A0	43006005023
43006006003	A0	43006005006
43006006003	A1	43006006001
43006006004	A0	43006005006
43006006004	A1	43006006005
43006006008	A0	43006006006
43006006008	A1	43006006010
43006006010	A0	43006005006
43006006010	A1	43006006011
43006006011	A0	43006005006
43006006011	A1	43006006009
43006007001	A2	43006007002
43006007001	A0	43006007004
43006007009	A0	43006007007
43006007009	A1	43006007010
43006007015	A0	43006007012
43006007015	A1	43006007014
43006008001	A2	43006008002
43006008001	A0	43006008003
43006009005	A0	43006009004
43006009005	A1	43006009007
43006009005	A1	43006009011
43006010001	A0	43006010003
43006010004	A0	43006008006
43006010004	A1	43006010007
43006010007	A0	43006010006
43006010015	A0	43006010018
43006011001	A1	43006011004
43006011001	A0	43006011006
43006011008	A0	43006011006
43006011009	A0	43006011006
43006011009	A1	43006011004
43006011009	A2	43006011011
43006011011	A0	43006010018
43006011018	A0	43006011011
43006011018	A1	43006011017
43006012003	A1	43006011011
43006012004	A0	43006011006
43006012004	A2	43006012006
43006012008	A0	43006012006
43006012008	A1	43006012011
43006012010	A0	43006012011
43006012015	A0	43006012014
43006013001	A0	43006012006
43006013004	A0	43006012006
43006013004	A1	43006013006
43006013015	A0	43006013014
43006013017	A0	43006011011
43006014004	A0	43006014003
43006014004	A1	43006014007
43006014006	A0	43006011006
43006014006	A1	43006014005
43006014008	A0	43006014003
43006014016	A0	43006014014
43006015003	A0	43006015001
43006015005	A0	43006014003
43006015005	A1	43006015006
43006015005	A1	43006015008
43006015006	A0	43006014003
43006015008	A0	43006014003
43006015008	A1	43006015009
43006015011	A0	43006014003
43006015011	A1	43006015012
43006015013	A0	43006015001
43006016004	A0	43006016003
43006016005	A0	43006016007
43006017002	A0	43006016007
43006017005	A0	43006016007
43006017014	A0	43006017012
43006017017	A0	43006017021
43006018006	A0	43006018004
43006018007	A1	43006018003
43006019001	A0	43006016007
43006019001	A1	43006019004
43006019009	A0	43006016007
43006019009	A1	43006019012
43006019009	A1	43006019020
43006019012	A0	43006019011
43006019020	A0	43006019011
43006019022	A1	43006016007
43006020003	A0	43006020001
43006020003	A2	43006020004
43006020008	A0	43006016007
43006021001	A0	43006016007
43006021001	A1	43006021003
43006021003	A0	43006016007
43006021003	A1	43006021004
43006021018	A0	43006016007
43006022006	A0	43006022004
43006022010	A0	43006022004
43006022023	A0	43006022028
43006022037	A0	43006022035
43006023002	A0	43006023003
43006023010	A0	43006022004
43006023010	A1	43006023012
43006023013	A0	43006023015
43006024003	A0	43006024005
43006024015	A0	43006024016
43006024021	A0	43006024005
43006024024	A0	43006024005
43006024024	A1	43006024026
43006025002	A0	43006024005
43006025002	A1	43006025003
43006025007	A0	43006024005
43006025007	A2	43006025008
43006025012	A0	43006025009
43006026001	A2	43006026002
43006026001	A0	43006026004
43006026006	A0	43006026004
43006026009	A0	43006026004
43006026009	A2	43006026010
43006026011	A0	43006024005
43006026011	A1	43006026012
43006026015	A0	43006024005
43006026015	A1	43006026016
43006026019	A0	43006024005
43006026024	A1	43006024005
43006027001	A0	43006024005
43006027001	A1	43006027002
43006027001	A1	43006027004
43006027001	A1	43006027009
43006027006	A0	43006027004
43006027011	A0	43006027009
43006027021	A1	43006027015
43006027021	A0	43006027017
43006027021	A2	43006027020
43006027026	A1	43006027022
43006027026	A0	43006027025
43006028001	A0	43006024005
43006028006	A0	43006024005
43006028006	A1	43006028005
43006028008	A0	43006024005
43006028008	A1	43006028010
43006029001	A0	43006029002
43006029004	A0	43006029002
43006029004	A2	43006029005
43006029013	A0	43006024005
43006029016	A1	43006029015
43006029016	A0	43006029017
43006030001	A0	43006024005
43006030001	A2	43006030003
43006030006	A1	43006030008
43006030006	A0	43006030007
43006030010	A0	43006024005
43006030012	A0	43006024005
43006030012	A1	43006030013
43006030015	A0	43006029002
43006030015	A1	43006030014
43006031006	A0	43006031002
43006031006	A1	43006031005
43006031012	A1	43006031017
43006031017	A0	43006029012
43006031017	A1	43006031013
43006031017	A2	43006031018
43006031019	A0	43006031018
43006032001	A2	43006032003
43006032001	A0	43006032005
43006032008	A0	43006032005
43006032008	A2	43006032009
43006032012	A0	43006032011
43006032012	A2	43006032013
43006032012	A1	43006032015
43006032023	A0	43006032021
43006032023	A2	43006032024
